Problem Size,Sequential,Sequential Error,Async Workflow,Async Workflow Error,TPL,TPL Error;Lenient;Lenient Error
1,5346.270000,52077.416263,145850.870000,1442360.263850,11439.120000,112753.244437,12699.120000,121183.438431
4,2706.950000,36918.764756,151826.825000,1424108.346936,8258.580000,81060.417282,83610.710000,867717.724796
8,1846.890000,30168.991169,118068.510000,1164686.423320,9021.623333,68617.082302,64783.906667,709119.002712
16,1453.692500,26137.836504,105467.062500,1009382.605143,8740.345000,59428.173052,57034.800000,614427.299302
32,1257.930000,23383.438065,11127071.138000,245107947.832247,9787.632000,53213.119364,54709.358000,550153.168414
